Registro_ANS;CNPJ;Razao_Social;Nome_Fantasia;Modalidade;Logradouro;Numero;Complemento;Bairro;Cidade;UF;CEP;DDD;Telefone;Fax;Endereco_eletronico;Representante;Cargo_Representante;Regiao_de_Comercializacao;Data_Registro_ANS
"302953";"35830868000101";"UNIMED DE MACAÃ‰ COOPERATIVA DE ASSISTÃŠNCIA Ã€ SAÃšDE";"UNIMED COSTA DO SOL";"Cooperativa MÃ©dica";"RUA EUZÃ‰BIO DE QUEIROZ";"454";;"CENTRO";"MacaÃ©";"RJ";"27910230";"22";"21052238";"21058000";"regulacao@costadosol.unimed.com.br";"TALES AZEVEDO DOS SANTOS";"DIRETOR PRESIDENTE";5;"1998-12-21"
"311961";"04612990000170";"UNIMED DE MANAUS COOP. DO TRABALHO MÃ‰DICO LTDA";"UNIMED DE MANAUS";"Cooperativa MÃ©dica";"AVENIDA CONSTANTINO NERY";"1678";;"SÃƒO GERALDO";"Manaus";"AM";"69050000";"92";"32122000";"32122080";"assessoriaans@unimedmanaus.coop.br";"ADRIANO DA SILVA TERRAZAS";"PRESIDENTE ";6;"1998-12-21"
"336106";"66872888000160";"UNIMED DE MARILIA COOPERATIVA DE TRABALHO MÃ‰DICO";"UNIMED DE MARÃLIA";"Cooperativa MÃ©dica";"RUA BORORÃ“S";"225";;"SALGADO FILHO";"MarÃ­lia";"SP";"17502270";"14";"34022506";"34022510";"contato.ans@unimedmarilia.com.br";"CLEBER GUSTAVO ROTOLI BALDELIN";"DIRETOR PRESIDENTE";5;"1998-12-18"
"357715";"37898335000189";"UNIMED DE MINEIROS COOPERATIVA DE TRABALHO MÃ‰DICO ";"UNIMED DE MINEIROS";"Cooperativa MÃ©dica";"AVENIDA ANTONIO CARLOS PANIAGO";"QD 7";"LOTE 3";"MUNDINHO";"Mineiros";"GO";"75832005";"64";"36612240";"36613269";"unimedmineiros@unimedmineiros.com.br";"JOSIAS SOBRINHO DA SILVA";"PRESIDENTE";5;"1998-12-24"
"328308";"00552181000169";"UNIMED DE MOCOCA COOPERATIVA DE TRAB. MÃ‰DICO";"UNIMED DE MOCOCA";"Cooperativa MÃ©dica";"AV. JOÃƒO BAPTISTA DE LIMA FIGUEIREDO";"1818";"JARDIM SANTA CECÃLIA";"CENTRO";"Mococa";"SP";"13733045";"19";"36666666";"36563365";"mirela.augusto@unimedmococa.com.br";"PAULO GERALDO SILVA CRUZ FILHO";"DIRETOR PRESIDENTE";6;"1998-12-18"
"309524";"67577171000159";"UNIMED DE MONTE ALTO - COOPERATIVA DE TRABALHO MÃ‰DICO";"UNIMED DE MONTE ALTO";"Cooperativa MÃ©dica";"RUA FLORINDO CESTARI";"1262";;"CENTRO";"Monte Alto";"SP";"15910000";;;;"diretoria@unimedmontealto.coop.br";"CARLOS ALOÃSIO LEMES";"PRESIDENTE";5;"1998-12-18"
"311294";"51427540000197";"UNIMED DE OURINHOS - COOPERATIVA DE TRABALHO MÃ‰DICO";"UNIMED DE OURINHOS";"Cooperativa MÃ©dica";"RUA JOAQUIM DE AZEVEDO";"628";;"VILA MORAES";"Ourinhos";"SP";"19900280";"14";"33028400";;"diretoria@unimedourinhos.com.br";"LAÃ‰RCIO DE OLIVEIRA FILHO";"DIRETOR PRESIDENTE";5;"1998-12-18"
"361615";"75003525000180";"UNIMED DE PARANAGUÃ COOPERATIVA DE TRABALHO MÃ‰DICO";"UNIMED DE PARANAGUÃ";"Cooperativa MÃ©dica";"RUA JOÃƒO EUGÃŠNIO";"677";;"CENTRO";"ParanaguÃ¡";"PR";"83203400";;;;"juliana@unimedparanagua.com.br";"FLÃVIO GRÃNBERG";"DIRETOR PRESIDENTE";5;"1998-12-17"
"320862";"81076069000109";"UNIMED DE PARANAVAÃ COOPERATIVA DE TRABALHO MÃ‰DICO";"UNIMED DE PARANAVAÃ";"Cooperativa MÃ©dica";"RUA RIO GRANDE DO NORTE";"1428";;"CENTRO";"ParanavaÃ­";"PR";"87701020";"44";"34211100";"34211104";"juridico@unimedpvai.coop.br";"RENATO LÃVIO DE MARCHI";"REPRESENTANTE";5;"1998-12-17"
"323004";"00012698000165";"UNIMED DE PENAPOLIS - COOPERATIVA DE TRABALHO MEDICO";"UNIMED DE PENAPOLIS COOP TRAB MEDICO";"Cooperativa MÃ©dica";"RUA LUIZ OSÃ“RIO";"763";;"CENTRO";"PenÃ¡polis";"SP";"16300013";"18";"36541515";;"secretaria@unimedpenapolis.com.br";"LUCAS DE OLIVEIRA QUESSADA";"PRESIDENTE";5;"1998-12-18"
"342343";"47565155000139";"UNIMED DE PINDAMONHANGABA - COOPERATIVA TRABALHO MEDICO";"UNIMED PINDAMONHANGABA";"Cooperativa MÃ©dica";"RUA ALCIDES RAMOS NOGUEIRA";"650";"1Âº ANDAR/ SALA 1";"MOMBAÃ‡A";"Pindamonhangaba";"SP";"12421705";"12";"36444400";;"presidente@unimedpinda.com.br";"LUIS FERNANDO DE CARVALHO CORRÃŠA";"REPRESENTANTE";6;"1998-12-16"
"315729";"44803922000102";"UNIMED DE PIRACICABA SOCIEDADE COOPERATIVA DE SERVIÃ‡OS MÃ‰DICOS";"UNIMED DE PIRACICABA";"Cooperativa MÃ©dica";"Av. Antonia Pazzinato Sturion";"1201";;"Morumbi";"Piracicaba";"SP";"13420640";"19";"34171848";;"regulacao@unimedpiracicaba.com.br";"CARLOS ALBERTO JOUSSEF";"DIRETOR PRESIDENTE";5;"1998-12-17"
"314242";"00840048000108";"UNIMED DE PIRASSUNUNGA COOPERATIVA DE TRABALHO MÃ‰DICO";"UNIMED DE PIRASSUNUNGA COOPERATIVA DE TRABALHO MÃ‰DICO";"Cooperativa MÃ©dica";"RUA JOAQUIM PROCÃ“PIO DE ARAÃšJO";"3178";;"CENTRO";"Pirassununga";"SP";"13631020";"19";"35658700";"35658711";"unimed@unimedpirassununga.coop.br";"PAULO DUARTE LOPES PANCHORRA ";"DIRETOR PRESIDENTE";5;"1998-12-16"
"315796";"44863959000126";"UNIMED DE PRESIDENTE PRUDENTE COOPERATIVA DE TRAB. MÃ‰DICO";"UNIMED DE PRESIDENTE PRUDENTE";"Cooperativa MÃ©dica";"AV. CEL. JOSÃ‰ SOARES MARCONDES";"3355";;"JARDIM BONGIOVANI";"Presidente Prudente";"SP";"19050230";"18";"21018311";"21018390";"diretoria@unimedprudente.com.br";"JOAO ALBERTO ARTONI DE CARVALHO";"DIRETOR PRESIDENTE";5;"1998-12-18"
"351776";"45467404000128";"UNIMED DE REGISTRO COOPERATIVA DE TRABALHO MÃ‰DICO";"UNIMED DE REGISTRO";"Cooperativa MÃ©dica";"RUA TAMEKICHI TAKANO";"11";"TERREO";"CENTRO";"Registro";"SP";"11900000";"13";"38282000";"38211050";"vdexter@unimedregistro.com.br";"ANA CLAUDIA SCHETTINI CAMPOS HIDALGO MARTINS BARBO";"PRESIDENTE";5;"1998-12-18"
"351202";"45232246000127";"UNIMED DE RIBEIRAO PRETO - COOPERATIVA DE TRABALHO MÃ‰DICO";"UNIMED DE RIBEIRAO PRETO";"Cooperativa MÃ©dica";"RUA LAFAIETE";"789";;"CENTRO";"RibeirÃ£o Preto";"SP";"14015080";"16";"36052212";;"ana.azenha@unimedribeirao.com.br";"JULIO CESAR PAIM";"DIRETOR GERAL";5;"1998-12-29"
"306126";"44663631000166";"UNIMED DE RIO CLARO SP COOPERATIVA DE TRABALHO MEDICO";"UNIMED DE RIO CLARO SP";"Cooperativa MÃ©dica";"AVENIDA TRÃŠS";"654";;"CENTRO";"Rio Claro";"SP";"13500391";"19";"35266712";"35266734";"contato.ans@unimedrc.com.br";"JOSÃ‰ MARTINIANO GRILLO NETO";"DIRETOR PRESIDENTE";5;"1998-12-18"
"369292";"48628366000136";"UNIMED DE SANTA BÃRBARA D'OESTE E AMERICANA - COOP DE TRABALHO MÃ‰DICO";"UNIMED DE SANTA BÃRBARA D'OESTE E AMERICANA - COOP DE TRABALHO M";"Cooperativa MÃ©dica";"AVENIDA BRASIL";"555";;"VILA FREZZARIM";"Americana";"SP";"13465240";"19";"34713010";;"juridico@unimedsa.com.br";"CESAR AUGUSTO CIELO";"DIRETOR EXECUTIVO GERAL";5;"1998-12-17"
"355721";"58229691000180";"UNIMED DE SANTOS COOP DE TRAB MEDICO";;"Cooperativa MÃ©dica";"AV ANA COSTA";"211";;"ENCRUZILHADA";"Santos";"SP";"11060001";"13";"21028100";"21028112";"contabilidade@unimedsantos.com.br";"CLAUDINO GUERRA ZENAIDE";"PRESIDENTE";5;"1998-12-24"
"354619";"96182068000108";"UNIMED DE SAO JOSÃ‰ DO RIO PARDO-COOP. DE TRAB. MÃ‰DICO";"UNIMED DE SAO JOSÃ‰ DO RIO PARDO";"Cooperativa MÃ©dica";"RUA ALEXANDRE CARLOS DE MELO";"118";"ANEXO II";"JD. AEROPORTO";"SÃ£o JosÃ© do Rio Pardo";"SP";"13720000";"19";"36829500";"36829500";"contabilidade@unimedriopardo.coop.br";"RAY ALVES DOS SANTOS";"PRESIDENTE";5;"1998-12-22"
"303178";"07649106000160";"UNIMED DE SOBRAL SOCIEDADE COOPERATIVA MÃ‰DICA LTDA";"UNIMED DE SOBRAL";"Cooperativa MÃ©dica";"AV. DOM JOSE TUPINAMBÃ DA FROTA";"1951";;"CENTRO";"Sobral";"CE";"62010290";"88";"36773005";;"ans@unimedceara.com.br";"FRANCISCO CARLOS NOGUEIRA ARCANJO";"PRESIDENTE";5;"1998-12-30"
"318388";"74521188000150";"UNIMED DE SÃƒO ROQUE - COOPERATIVA DE TRABALHO MÃ‰DICO";"UNIMED SAO ROQUE";"Cooperativa MÃ©dica";"RUA CAPITÃƒO JOSÃ‰ VICENTE DE MORAES";"97";;"ESPLANADA MENDES";"SÃ£o Roque";"SP";"18130780";"11";"47135222";"47135200";"juridico@unimedsaoroque.coop.br";"ADRIANO SALGE";"DIRETOR PRESIDENTE";5;"1998-12-16"
"361941";"00006037000127";"UNIMED DE TATUI - COOPERATIVA DE TRABALHO MÃ‰DICO";"UNIMED TATUÃ";"Cooperativa MÃ©dica";"RUA CEL. AURELIANO DE CAMARGO";"645";;"CENTRO";"TatuÃ­";"SP";"18270170";"01";"532058500";"532058509";"unimed@unimedtatui.com.br";"EDER BALLIARI";"PRESIDENTE";5;"1998-12-18"
"363286";"45171402000197";"UNIMED DE TAUBATÃ‰ COOPERATIVA DE TRABALHO MÃ‰DICO";"UNIMED DE TAUBATÃ‰";"Cooperativa MÃ©dica";"RUA CEL. AUGUSTO MONTEIRO";"595";;"CENTRO";"TaubatÃ©";"SP";"12020160";"12";"21250759";;"setorans@unimed-taubate.com.br";"FERNANDO LUIZ TEIXEIRA";"DIRETOR PRESIDENTE";5;"1998-12-16"
"342386";"03980208000102";"UNIMED DE TRES LAGOAS COOPERATIVA DE TRABALHO MÃ‰DICO";"UNIMED DE TRÃŠS LAGOAS";"Cooperativa MÃ©dica";"AV. ANTONIO TRAJANO";"1110";;"CENTRO";"TrÃªs Lagoas";"MS";"79601002";"67";"21055050";"21055074";"diretoria@unimedtreslagoas.com.br";"MARIA BEATRIZ XAVIER SOARES";"DIRETORA PRESIDENTE";5;"1998-12-24"
"364860";"85241339000132";"UNIMED DE TUBARAO - COOPERATIVA DE TRABALHO MEDICO DA REGIAO DA AMUREL";"UNIMED DE TUBARAO";"Cooperativa MÃ©dica";"AV MARCOLINO MARTINS CABRAL";"2300";;"AEROPORTO";"TubarÃ£o";"SC";"88705002";"48";"36210240";;"secretaria.diretoria@unimedtubarao.com.br";"NEY BIANCHINI";"PRESIDENTE";5;"1998-12-17"
"365530";"56762172000157";"UNIMED DE TUPA COOPERATIVA DE TRABALHO MÃ‰DICO";"UNIMED DE TUPA";"Cooperativa MÃ©dica";"RUA PIRATININS";"110";;"CENTRO";"TupÃ£";"SP";"17600100";"14";"34044100";;"unimed@unimedtupa.com.br";"FRANK BUCCI PINTO";"PRESIDENTE";5;"1998-12-21"
"362573";"25686544000180";"UNIMED DE UBA COOPERATIVA DE TRABALHO MEDICO";"UNIMED UBA";"Cooperativa MÃ©dica";"RUA NOSSA SENHORA DA SAÃšDE";"118";;"CENTRO";"UbÃ¡";"MG";"36500008";"32";"35393600";;"gerencia@unimed-uba.coop.br";"JÃšLIO CÃ‰SAR FERREIRA DA SILVA ";"DIRETOR PRESIDENTE";5;"1998-12-17"
"364584";"35917970000130";"UNIMED DE VOLTA REDONDA COOPERATIVA DE TRABALHO MÃ‰DICO";"UNIMED DE VOLTA REDONDA COOPERATIVA DE TRABALHO MEDICO";"Cooperativa MÃ©dica";"RODOVIA DOS METALURGICOS ";"2520";;"CASA DE PEDRA";"Volta Redonda";"RJ";"27258000";"24";"21027000";;"regulacao.processo@unimedvr.com.br";"VITORIO MOSCON PUNTEL";"DIRETOR PRESIDENTE";5;"1998-12-21"
"328073";"53807475000150";"UNIMED DE VOTUPORANGA - COOPERATIVA DE TRABALHO MÃ‰DICO";"UNIMED DE VOTUPORANGA";"Cooperativa MÃ©dica";"RUA RIO DE JANEIRO";"3260";;"PATRIMÃ”NIO VELHO";"Votuporanga";"SP";"15505165";"17";"34059494";"34059499";"secretaria@unimedvotuporanga.com.br";"OSMAR ALECIO DAN";"PRESIDENTE";5;"1998-12-18"
"319121";"25250820000162";"UNIMED DIVINOPOLIS - COOPERATIVA DE TRABALHO MEDICO LTDA";"UNIMED DIVINOPOLIS";"Cooperativa MÃ©dica";"RUA ITAPECERICA";"427";;"CENTRO";"DivinÃ³polis";"MG";"35500018";"37";"32295200";"32295221";"unimed@unimed144.coop.br";"EVANGELISTA JOSE MIGUEL";"DIRETOR PRESIDENTE";5;"1998-12-17"
"300870";"48090146000100";"UNIMED DO BRASIL - CONF. NACIONAL DAS COOPERATIVAS MÃ‰DICAS";"UNIMED DO BRASIL";"Cooperativa MÃ©dica";"ALAMEDA SANTOS";"1827";"15Âº ANDAR";"CERQUEIRA CÃ‰SAR";"SÃ£o Paulo";"SP";"01419909";"11";"32659700";"32659540";"regulamentacaoub@unimed.coop.br";"OMAR ABUJAMRA JUNIOR";"PRESIDENTE";1;"1998-12-17"
"356123";"07583396000196";"UNIMED DO CARIRI - SOCIEDADE COOPERATIVA MÃ‰DICA LTDA";"UNIMED DO CARIRI";"Cooperativa MÃ©dica";"RUA SANTA CLARA";"78";;"SALESIANO";"Juazeiro do Norte";"CE";"63010065";"88";"35662042";"32547000";"ans@unimedceara.com.br";"FRANCISCO DE ASSIS SAMPAIO";"PRESIDENTE";6;"1998-12-23"
"321958";"10395358000114";"UNIMED DO CEARÃ - FEDERAÃ‡ÃƒO DAS SOCIEDADES COOPERATIVAS MÃ‰DICAS DO ESTADO DO CEARÃ LTDA.";"UNIMED DO CEARA";"Cooperativa MÃ©dica";"RUA PADRE LUIS FIGUEIRA";"52";;"CENTRO";"Fortaleza";"CE";"60120150";"85";"34537777";;"ans@unimedceara.com.br";"FRANCISCO DE ASSIS SAMPAIO";"PRESIDENTE";3;"1998-12-21"
"312363";"31432792000105";"UNIMED DO EST. DO RJ FEDERAÃ‡ÃƒO EST. DAS COOPERATIVAS MÃ‰DICAS";"UNIMED FERJ";"Cooperativa MÃ©dica";"AV. RIO BRANCO";"81";"8 E 9 ANDARES";"CENTRO";"Rio de Janeiro";"RJ";"20040004";"21";"21224248";"22332874";"anapaulateixeira@unimedrj.coop.br";"JOÃƒO ALBERTO DA CRUZ";"DIRETOR PRESIDENTE";4;"1999-01-07"
"355691";"76590884000143";"UNIMED DO ESTADO DE SANTA CATARINA FED. EST. DAS COOP. MÃ‰D.";"UNIMED SANTA CATARINA";"Cooperativa MÃ©dica";"RUA OTTO BOEHM";"478";;"AMÃ‰RICA";"Joinville";"SC";"89201700";"47";"34410532";"34410510";"margit.silva@unimedsc.coop.br";"LUIZ ANTÃ”NIO DECZKA";"DIRETOR DE ADMINISTRAÃ‡ÃƒO E FINANÃ‡AS";3;"1998-12-16"
"319996";"43643139000166";"UNIMED DO ESTADO DE SÃƒO PAULO - FEDERAÃ‡ÃƒO ESTADUAL DAS COOP. MÃ‰DICAS";"FEDERAÃ‡ÃƒO DAS UNIMEDS DO ESTADO DE SÃƒO PAULO";"Cooperativa MÃ©dica";"RUA JOSÃ‰ GETÃšLIO";"78/90";;"ACLIMAÃ‡ÃƒO";"SÃ£o Paulo";"SP";"01509000";"11";"21462552";"24462656";"presidencia@unimedfesp.coop.br";"EDUARDO ERNESTO CHINAGLIA";"DIRETOR PRESIDENTE";2;"1998-12-18"
"312720";"78339439000130";"UNIMED DO ESTADO DO PARANÃ FEDERAÃ‡ÃƒO ESTADUAL DAS COOPERATIVAS MÃ‰DICAS";"UNIMED PARANÃ";"Cooperativa MÃ©dica";"RUA ANTONIO CAMILO";"283";;"TARUMÃƒ";"Curitiba";"PR";"82530450";"41";"32191500";"32191468";"representante.ans@unimedpr.coop.br";"ALEXANDRE GUSTAVO BLEY";"REPRESENTANTE LEGAL";3;"1998-12-17"
"325082";"34063123000193";"UNIMED DO OESTE DA BAHIA COOPERATIVA DE TRABALHO MÃ‰DICO";"UNIMED DO OESTE DA BAHIA";"Cooperativa MÃ©dica";"RUA PROFESSORA GUIOMAR PORTO";"389";"TÃ‰RREO";"CENTRO";"Barreiras";"BA";"47800000";"77";"36111447";"36115908";"uni.oesteba@uol.com.br";"JOSE CARLOS DURAN ALVAREZ";"PRESIDENTE";5;"1998-12-29"
"350371";"16415598000110";"UNIMED DO SUDOESTE COOPERATIVA DE TRABALHO MEDICO LTDA";"UNIMED DO SUDOESTE";"Cooperativa MÃ©dica";"AV.OTAVIO SANTOS";"147";;"RECREIO";"VitÃ³ria da Conquista";"BA";"45020750";"77";"21019355";;"nucleoans@unimedsudoeste.com.br";"LIOMAR COUTO LEAL";"DIRETOR PRESIDENTE";5;"1998-12-21"
"311715";"73936395000102";"UNIMED ENCOSTA DA SERRA/RS SOCIEDADE COOPERATIVA DE SERVIÃ‡OS DE SAÃšDE LTDA.";"UNIMED ENCOSTA DA SERRA";"Cooperativa MÃ©dica";"RUA FEDERACAO";"2799";"N/C";"CENTRO";"Taquara";"RS";"95600068";"51";"35410816";"35410800";"unimed@unimed-es.com.br";"LUIS ALFREDO TIMMEN";"PRESIDENTE";5;"1998-12-22"
"357022";"87638334000173";"UNIMED ERECHIM - COOPERATIVA DE SERVIÃ‡OS DE SAÃšDE LTDA.";"UNIMED (RS)  ERECHIM";"Cooperativa MÃ©dica";"AV. SETE DE SETEMBRO";"2001";;"FÃTIMA";"Erechim";"RS";"99700000";"54";"35206100";"35206100";"contabilidade@unimed-erechim.com.br";"LUIZ FELIPE BARRENECHE LEÃƒES";"PRESIDENTE";5;"1998-12-18"
"340251";"80653975000158";"UNIMED EXTREMO OESTE CATARINENSE COOPERATIVA DE TRABALHO MÃ‰DICO";"UNIMED EXTREMO OESTE CATARINENSE";"Cooperativa MÃ©dica";"RUA BARÃƒO DO TRIUNFO";"821";;"CENTRO";"SÃ£o Miguel do Oeste";"SC";"89900000";"49";"36312216";;"ans@unimedextremooeste.com.br";"MIGUEL NEME NETO";"PRESIDENTE";5;"1998-12-17"
"346209";"42043067000153";"UNIMED EXTREMO SUL COOPERATIVA DE TRABALHO MÃ‰DICO";"UNIMED EXTREMO SUL COOPERATIVA DE TRABALHO MÃ‰DICO";"Cooperativa MÃ©dica";"AV. PRESIDENTE GETÃšLIO VARGAS";"1245";;"MONTE CASTELO";"Teixeira de Freitas";"BA";"45996137";"73";"32638000";;"juliana@unimedextremosul.com.br";"JORGE ELIAS DE CARVALHO";"PRESIDENTE";5;"1998-12-22"
"328031";"02511261000100";"UNIMED FEDERAÃ‡AO DO ESTADO DO MATO GROSSO";;"Cooperativa MÃ©dica";"RUA BARÃƒO DE MELGAÃ‡O";"2754";"6Âº ANDAR";"CENTRO SUL";"CuiabÃ¡";"MT";"78020800";"65";"36245443";"36230462";"regulamentacao@unimedmt.coop.br";"FLÃVIA LUCIA BITTAR GONÃ‡ALVES";"DIRETORA PRESIDENTE";3;"1998-12-24"
"351792";"81697419000146";"UNIMED FOZ DO IGUACU COOPERATIVA TRABALHO MEDICO";"UNIMEDFOZ";"Cooperativa MÃ©dica";"RUA MARECHAL DEODORO DA FONSECA";"481";;"CENTRO";"Foz do IguaÃ§u";"PR";"85851030";"45";"35231144";"35231144";"diretoria@unimedfoz.com.br";"ISIDORO ANTONIO VILLAMAYOR ALVAREZ";"PRESIDENTE";6;"1998-12-17"
"354783";"45309606000141";"UNIMED FRANCA - SOCIEDADE COOPERATIVA DE SERVIÃ‡OS MÃ‰DICOS E HOSPITALARES";"UNIMED DE FRANCA";"Cooperativa MÃ©dica";"RUA GENERAL CARNEIRO";"1595";;"CENTRO";"Franca";"SP";"14400500";"16";"37116725";"37116785";"juridico@unimedfranca.com.br";"MARCO ANTONIO BENEDETTI FILHO";"DIRETOR PRESIDENTE";5;"1998-12-18"
"336858";"81710543000102";"UNIMED FRANCISCO BELTRAO COOPERATIVA DE TRABALHO MEDICO";"UNIMED FRANCISCO BELTRAO";"Cooperativa MÃ©dica";"AV. JULIO ASSIS CAVALHEIRO";"1171";;"CENTRO";"Francisco BeltrÃ£o";"PR";"85601000";"46";"35205834";"35205834";"nucleoregulamentar@unimedfb.coop.br";"WEMILDA MARTA FREGONESE FELTRIN";"PRESIDENTE";5;"1998-12-17"
"352179";"87689527000153";"UNIMED FRONTEIRA NOROESTE/RS - COOPERATIVA DE ASSISTÃŠNCIA Ã€ SAÃšDE LTDA.";"UNIMED FRONTEIRA NOROESTE/RS";"Cooperativa MÃ©dica";"RUA FRANCISCO TIMM";"673";;"CENTRO";"Santa Rosa";"RS";"98780803";"05";"535125424";"535125424";"unimed@unimed-fno.com.br";"MARCOS CHRISTENSEN";"VICE-PRESIDENTE";5;"1998-12-22"
"371564";"02248344000140";"UNIMED FRUTAL COOPERATIVA DE TRABALHO MEDICO LTDA";"UNIMED FRUTAL ";"Cooperativa MÃ©dica";"RUA SENADOR GOMES DA SILVA";"410";;"CENTRO";"Frutal";"MG";"38200000";"34";"34299312";"34299301";"ans@unimedfrutal.coop.br";"ALBERTO FUAD BICHARA";"PRESIDENTE";5;"1998-12-17"
"382876";"02476067000122";"UNIMED GOIANIA COOPERATIVA DE TRABALHO MÃ‰DICO";"UNIMED GOIANIA";"Cooperativa MÃ©dica";"PRAÃ‡A GILSON ALVES DE SOUZA";"650";"T-7 ESQ. C/T-1";"SETOR BUENO";"GoiÃ¢nia";"GO";"74210250";"62";"32168000";"8049";"assuntos.ans@unimedgoiania.com.br";"LUEIZ AMORIM CANÃŠDO";"Diretor Presidente ";5;"1998-12-28"
"386588";"42892281000184";"UNIMED GOVERNADOR VALADARES COOP. DE TRABALHO MÃ‰DICO LTDA.";"UNIMED GV COOP TRABALHO MEDICO LTDA";"Cooperativa MÃ©dica";"RUA DOM PEDRO II";"435";;"CENTRO";"Governador Valadares";"MG";"35010090";"33";"21012924";"21012925";"diretoria@unimedgv.com.br";"MARCUS MIGUEL DE MORAIS JUNIOR";"DIRETOR PRESIDENTE";5;"1998-12-17"
"360449";"77858611000108";"UNIMED GRANDE FLORIANÃ“POLIS-COOPERATIVA DE TRABALHO MEDICO";"UNIMED GRANDE FLORIANÃ“POLIS ";"Cooperativa MÃ©dica";"RUA DOM JAIME CAMARA";"94";;"CENTRO";"FlorianÃ³polis";"SC";"88015120";"48";"328841002235";"32168105";"regulacao@unimedflorianopolis.com.br";"AMILTON CARNIEL GUIMARAES";"REPRESENTANTE";5;"1998-12-16"
"322571";"78044815000160";"UNIMED GUARAPUAVA COOPERATIVA DE TRABALHO MÃ‰DICO";"UNIMED GUARAPUAVA";"Cooperativa MÃ©dica";"RUA CAPITÃƒO ROCHA, 1273";"1263 a 1273";;"CENTRO";"Guarapuava";"PR";"85010270";"42";"36217500";"36217500";"guarapuava@unimedpr.coop.br";"DÃ‰CIO YVAN SANCHES FILHO";"DIRETOR PRESIDENTE";5;"1998-12-17"
"318035";"26291484000169";"UNIMED GUAXUPÃ‰ COOPERATIVA DE TRABALHO MEDICO";"UNIMED GUAXUPÃ‰";"Cooperativa MÃ©dica";"RUA CORONEL ANTONIO COSTA";"306";;"CENTRO";"GuaxupÃ©";"MG";"37800000";"35";"35596000";"35596168";"ans@unimedguaxupe.coop.br";"JULIANO VASCONCELOS COATTI";"DIRETOR PRESIDENTE";5;"1998-12-18"
"301124";"01476619000130";"UNIMED GURUPI COOPERATIVA DE TRABALHO MÃ‰DICO";"UNIMED GURUPI";"Cooperativa MÃ©dica";"AVENIDA ALAGOAS";"2125";"L 01 - QD A - LOTEAMENTO DOM PEDRO I";"CENTRO";"Gurupi";"TO";"77410070";;;;"gerencia@unimedgurupi.com.br";"FABRICIO DOMINICI FERREIRA";"PRESIDENTE";5;"1998-12-24"
"304395";"22720791000167";"UNIMED INCONFIDENTES COOPERATIVA DE TRABALHO MÃ‰DICO LTDA.";"UNIMED INCONFIDENTES";"Cooperativa MÃ©dica";"PRAÃ‡A BARAO DE SARAMENHA";"1";;"SARAMENHA";"Ouro Preto";"MG";"35400000";"31";"35597200";"35597211";"unimed@unimedinconfidentes.coop.br";"WILSON FERNANDO DE OLIVEIRA PENA";"DIRETOR PRESIDENTE";5;"1998-12-17"
"320838";"01647867000104";"UNIMED INTRAFEDERATIVA FEDERAÃ‡ÃƒO REGIONAL SUL DE MINAS";"INTRA SUL DE MINAS";"Cooperativa MÃ©dica";"RUA JOSÃ‰ ALVES DE PAULA";"25";;"RESIDENCIAL BELO HORIZONTE";"Varginha";"MG";"37031217";;;;"warlei@unimedsuldeminas.coop.br";"MARCELO COUTO LUNA DE ALMEIDA";"DIRETOR PRESIDENTE";5;"1998-12-18"
"335517";"65276354000109";"UNIMED ITABIRA COOPERATIVA DE TRABALHO MÃ‰DICO";"UNIMED ITABIRA COOPERATIVA DE TRABALHO MEDICO";"Cooperativa MÃ©dica";"RUA DR. SIZENANDO DE BARROS";"62";"2Âº ANDAR";"CENTRO";"Itabira";"MG";"35900006";"31";"38397704";"38397720";"produtos@unimeditabira.com.br";"VIRGILINO QUINTÃƒO TORRES CRUZ";"DIRETOR PRESIDENTE";5;"1998-12-17"
"322831";"23802218000165";"UNIMED ITAJUBA COOPERATIVA DE TRABALHO MEDICO";"UNIMED ITAJUBA COOPERATIVA DE TRABALHO MEDICO";"Cooperativa MÃ©dica";"AVENIDA CESARIO ALVIM";"382";;"CENTRO";"ItajubÃ¡";"MG";"37501059";"35";"36292800";;"diretoria@unimeditajuba.coop.br";"LUIZ AUGUSTO RIBEIRO DE MIRANDA";"DIRETOR-PRESIDENTE";6;"1998-12-18"
"356581";"71063853000110";"UNIMED ITAÃšNA COOPERATIVA DE TRABALHO MÃ‰DICO LTDA.";"UNIMED ITAÃšNA";"Cooperativa MÃ©dica";"RUA ANTÃ”NIO DE MATOS ";"146";"GALERIA - EDIF. PORTINARI";"CENTRO";"ItaÃºna";"MG";"35680030";"37";"32496100";"32496110";"contabilidade@unimeditauna.coop.br";"GERALDO EUSTÃQUIO PEREIRA";"DIRETOR PRESIDENTE";5;"1998-12-18"
"301060";"41871989000196";"UNIMED ITUIUTABA COOPERATIVA TRABALHO MÃ‰DICO LTDA.";"UNIMED ITUIUTABA";"Cooperativa MÃ©dica";"AV. DEZESSETE";"1196";;"CENTRO";"Ituiutaba";"MG";"38300132";"34";"32680700";;"unimed@unimedituiutaba.coop.br";"ROSANE ABRAMO";"DIRETORA PRESIDENTE";5;"1998-12-17"
